formula,property
Lu-W-Pb-C,0.14832371
Lu-W-Pb-N,0.41343862
Lu-W-S-C,0.14468779
Lu-W-S-N,0.3185258
Lu-W-Sb-C,0.16882706
Lu-W-Sb-N,0.39617798
Lu-W-Si-C,0.0055922465
Lu-W-Si-N,0.32988334
Lu-W-Sn-C,0.013924239
Lu-W-Sn-N,0.3322355
Lu-W-Tl-C,0.006140073
Lu-W-Tl-N,0.36001268
Lu-W-Zn-C,0.009996081
Lu-W-Zn-N,0.3068475
Lu-Y-Al-C,0.11304887
Lu-Y-Al-N,0.11687292
Lu-Y-As-C,0.19744053
Lu-Y-As-N,0.31073827
Lu-Y-Au-C,0.13451983
Lu-Y-Au-N,0.22217536
Lu-Y-Bi-C,0.078493446
Lu-Y-Bi-N,0.25970057
Lu-Y-Cd-C,0.027108459
Lu-Y-Cd-N,0.13080658
Lu-Y-Co-C,0.20597059
Lu-Y-Co-N,0.25017992
Lu-Y-Cu-C,0.09142984
Lu-Y-Cu-N,0.22999834
Lu-Y-Fe-C,0.2638596
Lu-Y-Fe-N,0.19510378
Lu-Y-Ga-C,0.097356796
Lu-Y-Ga-N,0.134946
Lu-Y-Ge-C,0.09774989
Lu-Y-Ge-N,0.15153185
Lu-Y-In-C,0.043975983
Lu-Y-In-N,0.069087446
Lu-Y-Ni-C,0.14824267
Lu-Y-Ni-N,0.29636866
Lu-Y-P-C,0.28642866
Lu-Y-P-N,0.26493046
Lu-Y-Pb-C,0.0059013288
Lu-Y-Pb-N,0.07164879
Lu-Y-S-C,0.124089345
Lu-Y-S-N,0.07327725
Lu-Y-Sb-C,0.0628968
Lu-Y-Sb-N,0.26813272
Lu-Y-Si-C,0.09597235
Lu-Y-Si-N,0.22415806
Lu-Y-Sn-C,0.056186143
Lu-Y-Sn-N,0.07755679
Lu-Y-Tl-C,0.0063746106
Lu-Y-Tl-N,0.07441434
Lu-Y-Zn-C,0.12352198
Lu-Y-Zn-N,0.1756084
Lu-Zr-Al-C,0.12309555
Lu-Zr-Al-N,0.09599827
Lu-Zr-As-C,0.21924502
Lu-Zr-As-N,0.23801918
Lu-Zr-Au-C,0.21712302
Lu-Zr-Au-N,0.1940789
Lu-Zr-Bi-C,0.10975608
Lu-Zr-Bi-N,0.20281649
Lu-Zr-Cd-C,0.088569194
Lu-Zr-Cd-N,0.11366395
Lu-Zr-Co-C,0.21615559
Lu-Zr-Co-N,0.34768853
Lu-Zr-Cu-C,0.26577178
Lu-Zr-Cu-N,0.21417
Lu-Zr-Fe-C,0.35894156
Lu-Zr-Fe-N,0.3781713
Lu-Zr-Ga-C,0.07533693
Lu-Zr-Ga-N,0.10722113
Lu-Zr-Ge-C,0.057448193
Lu-Zr-Ge-N,0.1279853
Lu-Zr-In-C,0.06075986
Lu-Zr-In-N,0.03463782
Lu-Zr-Ni-C,0.30810633
Lu-Zr-Ni-N,0.32687813
Lu-Zr-P-C,0.23663591
Lu-Zr-P-N,0.23502952
Lu-Zr-Pb-C,0.0052899397
Lu-Zr-Pb-N,0.025489558
Lu-Zr-S-C,0.016170809
Lu-Zr-S-N,0.058783486
Lu-Zr-Sb-C,0.11414943
Lu-Zr-Sb-N,0.21185757
Lu-Zr-Si-C,0.115270354
Lu-Zr-Si-N,0.21693799
Lu-Zr-Sn-C,0.041262247
Lu-Zr-Sn-N,0.04972617
Lu-Zr-Tl-C,0.043429445
Lu-Zr-Tl-N,0.016770657
Lu-Zr-Zn-C,0.18726422
Lu-Zr-Zn-N,0.145649
Mn-Cr-Al-C,0.027611464
Mn-Cr-Al-N,0.38148072
Mn-Cr-As-C,0.1352375
Mn-Cr-As-N,0.1767355
Mn-Cr-Au-C,0.13715388
Mn-Cr-Au-N,0.1131684
Mn-Cr-Bi-C,0.30659357
Mn-Cr-Bi-N,0.3654478
Mn-Cr-Cd-C,0.1250597
Mn-Cr-Cd-N,0.13362715
Mn-Cr-Co-C,0.15752658
Mn-Cr-Co-N,0.18708779
Mn-Cr-Cu-C,0.22245492
Mn-Cr-Cu-N,0.20055014
Mn-Cr-Fe-C,0.21550469
Mn-Cr-Fe-N,0.20954078
Mn-Cr-Ga-C,0.027433366
Mn-Cr-Ga-N,0.05607106
Mn-Cr-Ge-C,0.05040721
Mn-Cr-Ge-N,0.09065841
Mn-Cr-In-C,0.104887694
Mn-Cr-In-N,0.16172794
Mn-Cr-Ni-C,0.17270273
Mn-Cr-Ni-N,0.16179696
Mn-Cr-P-C,0.22561705
Mn-Cr-P-N,0.21750408
Mn-Cr-Pb-C,0.28649214
Mn-Cr-Pb-N,0.36532325
Mn-Cr-S-C,0.15772142
Mn-Cr-S-N,0.17893496
Mn-Cr-Sb-C,0.18502654
Mn-Cr-Sb-N,0.26100013
Mn-Cr-Si-C,0.15804623
Mn-Cr-Si-N,0.3045866
Mn-Cr-Sn-C,0.15064277
Mn-Cr-Sn-N,0.16892679
Mn-Cr-Tl-C,0.25181633
Mn-Cr-Tl-N,0.31139225
Mn-Cr-Zn-C,0.04492812
Mn-Cr-Zn-N,0.044347502
Mn-Hf-Al-C,0.027611565
Mn-Hf-Al-N,0.28702375
Mn-Hf-As-C,0.18917257
Mn-Hf-As-N,0.237257
Mn-Hf-Au-C,0.10147783
Mn-Hf-Au-N,0.17396392
Mn-Hf-Bi-C,0.30799964
Mn-Hf-Bi-N,0.42083773
Mn-Hf-Cd-C,0.13634342
Mn-Hf-Cd-N,0.25432795
Mn-Hf-Co-C,0.060347687
Mn-Hf-Co-N,0.11253292
Mn-Hf-Cu-C,0.085604794
Mn-Hf-Cu-N,0.18163678
Mn-Hf-Fe-C,0.096815616
Mn-Hf-Fe-N,0.1261841
Mn-Hf-Ga-C,0.014406432
Mn-Hf-Ga-N,0.1641429
Mn-Hf-Ge-C,0.09434551
Mn-Hf-Ge-N,0.18629476
Mn-Hf-In-C,0.16806455
Mn-Hf-In-N,0.21874395
Mn-Hf-Ni-C,0.096063204
Mn-Hf-Ni-N,0.1345616
Mn-Hf-P-C,0.2610715
Mn-Hf-P-N,0.30472583
Mn-Hf-Pb-C,0.2489414
Mn-Hf-Pb-N,0.4013656
Mn-Hf-S-C,0.24852608
Mn-Hf-S-N,0.22517301
Mn-Hf-Sb-C,0.25800535
Mn-Hf-Sb-N,0.31058475
Mn-Hf-Si-C,0.1524599
Mn-Hf-Si-N,0.2916215
Mn-Hf-Sn-C,0.17935306
Mn-Hf-Sn-N,0.2734364
Mn-Hf-Tl-C,0.2538312
Mn-Hf-Tl-N,0.35350433
Mn-Hf-Zn-C,0.01401962
Mn-Hf-Zn-N,0.103372835
Mn-Lu-Al-C,-0.021765195
Mn-Lu-Al-N,0.3459846
Mn-Lu-As-C,0.24561688
Mn-Lu-As-N,0.27192593
Mn-Lu-Au-C,0.10568676
Mn-Lu-Au-N,0.22663121
Mn-Lu-Bi-C,0.1747786
Mn-Lu-Bi-N,0.43114308
Mn-Lu-Cd-C,0.056036774
Mn-Lu-Cd-N,0.26370037
Mn-Lu-Co-C,0.043349292
Mn-Lu-Co-N,0.2233887
Mn-Lu-Cu-C,0.06302363
Mn-Lu-Cu-N,0.22007394
Mn-Lu-Fe-C,0.069961525
Mn-Lu-Fe-N,0.23080403
Mn-Lu-Ga-C,-0.034296997
Mn-Lu-Ga-N,0.20134836
Mn-Lu-Ge-C,0.07718086
Mn-Lu-Ge-N,0.19079714
Mn-Lu-In-C,0.10890805
Mn-Lu-In-N,0.2615278
Mn-Lu-Ni-C,0.06093433
Mn-Lu-Ni-N,0.16723384
Mn-Lu-P-C,0.2642609
Mn-Lu-P-N,0.39443377
Mn-Lu-Pb-C,0.14704704
Mn-Lu-Pb-N,0.40767747
Mn-Lu-S-C,0.36594406
Mn-Lu-S-N,0.25036907
Mn-Lu-Sb-C,0.2371659
Mn-Lu-Sb-N,0.32326606
Mn-Lu-Si-C,0.10602032
Mn-Lu-Si-N,0.33488056
Mn-Lu-Sn-C,0.14794701
Mn-Lu-Sn-N,0.3086148
Mn-Lu-Tl-C,0.16216595
Mn-Lu-Tl-N,0.3935317
Mn-Lu-Zn-C,-0.033613127
Mn-Lu-Zn-N,0.1540354
Mn-Mn-Al-C,0.018403832
Mn-Mn-Al-N,0.39782974
Mn-Mn-As-C,0.17832051
Mn-Mn-As-N,0.20474108
Mn-Mn-Au-C,0.1402129
Mn-Mn-Au-N,0.09016632
Mn-Mn-Bi-C,0.31412598
Mn-Mn-Bi-N,0.36509413
Mn-Mn-Cd-C,0.11390237
Mn-Mn-Cd-N,0.15653971
Mn-Mn-Co-C,0.24174315
Mn-Mn-Co-N,0.16437377
Mn-Mn-Cu-C,0.18086688
Mn-Mn-Cu-N,0.15777987
Mn-Mn-Fe-C,0.2493964
Mn-Mn-Fe-N,0.2301473
Mn-Mn-Ga-C,0.030765017
Mn-Mn-Ga-N,0.08176695
Mn-Mn-Ge-C,0.059029438
Mn-Mn-Ge-N,0.0936933
Mn-Mn-In-C,0.10828853
Mn-Mn-In-N,0.15631145
Mn-Mn-Ni-C,0.18433256
Mn-Mn-Ni-N,0.09631019
Mn-Mn-P-C,0.23288193
Mn-Mn-P-N,0.30843946
Mn-Mn-Pb-C,0.28762624
Mn-Mn-Pb-N,0.37388068
Mn-Mn-S-C,0.13502605
Mn-Mn-S-N,0.2054686
Mn-Mn-Sb-C,0.19190966
Mn-Mn-Sb-N,0.26583976
Mn-Mn-Si-C,0.1514036
Mn-Mn-Si-N,0.28782937
Mn-Mn-Sn-C,0.13190961
Mn-Mn-Sn-N,0.1751535
Mn-Mn-Tl-C,0.21920556
Mn-Mn-Tl-N,0.31376448
Mn-Mn-Zn-C,0.046549715
Mn-Mn-Zn-N,0.06243655
Mn-Mo-Al-C,0.023944298
Mn-Mo-Al-N,0.4900791
Mn-Mo-As-C,0.18841274
Mn-Mo-As-N,0.18856469
Mn-Mo-Au-C,0.1248567
Mn-Mo-Au-N,0.14572254
Mn-Mo-Bi-C,0.3009254
Mn-Mo-Bi-N,0.36229748
Mn-Mo-Cd-C,0.14562248
Mn-Mo-Cd-N,0.14018793
Mn-Mo-Co-C,0.12273412
Mn-Mo-Co-N,0.0890759
Mn-Mo-Cu-C,0.16695465
Mn-Mo-Cu-N,0.14672785
Mn-Mo-Fe-C,0.14846669
Mn-Mo-Fe-N,0.09417162
Mn-Mo-Ga-C,0.0358287
Mn-Mo-Ga-N,0.13263546
Mn-Mo-Ge-C,0.07758486
Mn-Mo-Ge-N,0.1329168
Mn-Mo-In-C,0.12236967
Mn-Mo-In-N,0.14355908
Mn-Mo-Ni-C,0.14914414
Mn-Mo-Ni-N,0.12596525
Mn-Mo-P-C,0.26194677
Mn-Mo-P-N,0.23566985
Mn-Mo-Pb-C,0.286929
Mn-Mo-Pb-N,0.30860737
Mn-Mo-S-C,0.14700438
Mn-Mo-S-N,0.22919196
Mn-Mo-Sb-C,0.17815702
Mn-Mo-Sb-N,0.23637182
Mn-Mo-Si-C,0.14018501
Mn-Mo-Si-N,0.33993554
Mn-Mo-Sn-C,0.12092713
Mn-Mo-Sn-N,0.15764822
Mn-Mo-Tl-C,0.2799129
Mn-Mo-Tl-N,0.28896135
Mn-Mo-Zn-C,0.044888224
Mn-Mo-Zn-N,0.0647826
Mn-Nb-Al-C,0.031410433
Mn-Nb-Al-N,0.32115048
Mn-Nb-As-C,0.19260767
Mn-Nb-As-N,0.23176843
Mn-Nb-Au-C,0.13397749
Mn-Nb-Au-N,0.16527773
Mn-Nb-Bi-C,0.32865354
Mn-Nb-Bi-N,0.38481104
Mn-Nb-Cd-C,0.139097
Mn-Nb-Cd-N,0.20871449
Mn-Nb-Co-C,0.090952925
Mn-Nb-Co-N,0.095557906
Mn-Nb-Cu-C,0.12449986
Mn-Nb-Cu-N,0.16479056
Mn-Nb-Fe-C,0.10864637
Mn-Nb-Fe-N,0.13349597
Mn-Nb-Ga-C,0.035872698
Mn-Nb-Ga-N,0.1366534
Mn-Nb-Ge-C,0.075940244
Mn-Nb-Ge-N,0.17240728
Mn-Nb-In-C,0.16900173
Mn-Nb-In-N,0.20679009
Mn-Nb-Ni-C,0.103085384
Mn-Nb-Ni-N,0.11118267
Mn-Nb-P-C,0.22636972
Mn-Nb-P-N,0.26754358
Mn-Nb-Pb-C,0.2703186
Mn-Nb-Pb-N,0.36528066
Mn-Nb-S-C,0.21016096
Mn-Nb-S-N,0.182723
Mn-Nb-Sb-C,0.2652061
Mn-Nb-Sb-N,0.27485985
Mn-Nb-Si-C,0.13226181
Mn-Nb-Si-N,0.32290417
Mn-Nb-Sn-C,0.15045801
Mn-Nb-Sn-N,0.2293607
Mn-Nb-Tl-C,0.24377513
Mn-Nb-Tl-N,0.31903723
Mn-Nb-Zn-C,0.025731483
Mn-Nb-Zn-N,0.09900699
Mn-Sc-Al-C,-0.09321212
Mn-Sc-Al-N,0.3629559
Mn-Sc-As-C,0.21103466
Mn-Sc-As-N,0.25891802
Mn-Sc-Au-C,0.09261931
Mn-Sc-Au-N,0.20496649
Mn-Sc-Bi-C,0.16478229
Mn-Sc-Bi-N,0.41614893
Mn-Sc-Cd-C,0.015343954
Mn-Sc-Cd-N,0.24652448
Mn-Sc-Co-C,0.0059244377
Mn-Sc-Co-N,0.19971952
Mn-Sc-Cu-C,-0.0013675117
Mn-Sc-Cu-N,0.2265838
Mn-Sc-Fe-C,-0.004699134
Mn-Sc-Fe-N,0.2401067
Mn-Sc-Ga-C,-0.08205094
Mn-Sc-Ga-N,0.16401654
Mn-Sc-Ge-C,0.054528873
Mn-Sc-Ge-N,0.21678555
Mn-Sc-In-C,0.045042258
Mn-Sc-In-N,0.2338442
Mn-Sc-Ni-C,-0.0069738766
Mn-Sc-Ni-N,0.18428673
Mn-Sc-P-C,0.28115526
Mn-Sc-P-N,0.3278866
Mn-Sc-Pb-C,0.2028278
Mn-Sc-Pb-N,0.3894667
Mn-Sc-S-C,0.31407818
Mn-Sc-S-N,0.17528275
Mn-Sc-Sb-C,0.1766183
Mn-Sc-Sb-N,0.3178713
Mn-Sc-Si-C,0.09181198
Mn-Sc-Si-N,0.33562905
Mn-Sc-Sn-C,0.11743747
Mn-Sc-Sn-N,0.2558056
Mn-Sc-Tl-C,0.14487383
Mn-Sc-Tl-N,0.38524368
Mn-Sc-Zn-C,-0.07478407
Mn-Sc-Zn-N,0.14239678
Mn-Ta-Al-C,0.05734926
Mn-Ta-Al-N,0.3535081
Mn-Ta-As-C,0.21087766
Mn-Ta-As-N,0.27062505
Mn-Ta-Au-C,0.13551222
Mn-Ta-Au-N,0.14352934
Mn-Ta-Bi-C,0.3616459
Mn-Ta-Bi-N,0.39166844
Mn-Ta-Cd-C,0.16813987
Mn-Ta-Cd-N,0.23638684
Mn-Ta-Co-C,0.089503795
Mn-Ta-Co-N,0.1399634
Mn-Ta-Cu-C,0.16759235
Mn-Ta-Cu-N,0.19595307
Mn-Ta-Fe-C,0.13063836
Mn-Ta-Fe-N,0.11207702
Mn-Ta-Ga-C,0.046419114
Mn-Ta-Ga-N,0.17220932
Mn-Ta-Ge-C,0.11715358
Mn-Ta-Ge-N,0.22727822
Mn-Ta-In-C,0.16315314
Mn-Ta-In-N,0.25108558
Mn-Ta-Ni-C,0.11497542
Mn-Ta-Ni-N,0.14095548
Mn-Ta-P-C,0.23963805
Mn-Ta-P-N,0.31782976
Mn-Ta-Pb-C,0.3185889
Mn-Ta-Pb-N,0.42257774
Mn-Ta-S-C,0.21595018
Mn-Ta-S-N,0.22646505
Mn-Ta-Sb-C,0.2816571
Mn-Ta-Sb-N,0.31342897
Mn-Ta-Si-C,0.14346804
Mn-Ta-Si-N,0.29283845
Mn-Ta-Sn-C,0.18999693
Mn-Ta-Sn-N,0.29511708
Mn-Ta-Tl-C,0.2834922
Mn-Ta-Tl-N,0.36859292
Mn-Ta-Zn-C,0.052285925
Mn-Ta-Zn-N,0.13325886
Mn-Ti-Al-C,0.016762653
Mn-Ti-Al-N,0.3146493
Mn-Ti-As-C,0.13626312
Mn-Ti-As-N,0.18630944
Mn-Ti-Au-C,0.097952574
Mn-Ti-Au-N,0.17500456
Mn-Ti-Bi-C,0.28401324
Mn-Ti-Bi-N,0.40366223
Mn-Ti-Cd-C,0.123774394
Mn-Ti-Cd-N,0.2349637
Mn-Ti-Co-C,0.10838825
Mn-Ti-Co-N,0.19623601
Mn-Ti-Cu-C,0.13269284
Mn-Ti-Cu-N,0.2098993
Mn-Ti-Fe-C,0.11772098
Mn-Ti-Fe-N,0.186497
Mn-Ti-Ga-C,0.005758901
Mn-Ti-Ga-N,0.13735323
Mn-Ti-Ge-C,0.031041466
Mn-Ti-Ge-N,0.17382948
Mn-Ti-In-C,0.10663782
Mn-Ti-In-N,0.2241876
Mn-Ti-Ni-C,0.105852574
Mn-Ti-Ni-N,0.17838554
Mn-Ti-P-C,0.19964017
Mn-Ti-P-N,0.25884655
Mn-Ti-Pb-C,0.2742524
Mn-Ti-Pb-N,0.37739173
Mn-Ti-S-C,0.17307457
Mn-Ti-S-N,0.1622983
Mn-Ti-Sb-C,0.20444112
Mn-Ti-Sb-N,0.29713008
Mn-Ti-Si-C,0.13391668
Mn-Ti-Si-N,0.31225303
Mn-Ti-Sn-C,0.12580352
Mn-Ti-Sn-N,0.2511587
Mn-Ti-Tl-C,0.24909036
Mn-Ti-Tl-N,0.33124024
Mn-Ti-Zn-C,0.0060304487
Mn-Ti-Zn-N,0.12136554
Mn-V-Al-C,0.028156744
Mn-V-Al-N,0.30065835
Mn-V-As-C,0.15197027
Mn-V-As-N,0.22534241
Mn-V-Au-C,0.14261642
Mn-V-Au-N,0.15137005
Mn-V-Bi-C,0.34358844
Mn-V-Bi-N,0.39442238
Mn-V-Cd-C,0.149606
Mn-V-Cd-N,0.22042905
Mn-V-Co-C,0.13533518
Mn-V-Co-N,0.21967597
Mn-V-Cu-C,0.1797136
Mn-V-Cu-N,0.23856284
Mn-V-Fe-C,0.17162001
Mn-V-Fe-N,0.205339
Mn-V-Ga-C,0.026328167
Mn-V-Ga-N,0.10835687
Mn-V-Ge-C,0.030985698
Mn-V-Ge-N,0.15144572
Mn-V-In-C,0.13757965
Mn-V-In-N,0.19556037
Mn-V-Ni-C,0.18364106
Mn-V-Ni-N,0.19113612
Mn-V-P-C,0.19950405
Mn-V-P-N,0.29621947
Mn-V-Pb-C,0.30929968
Mn-V-Pb-N,0.38894314
Mn-V-S-C,0.16314358
Mn-V-S-N,0.1902019
Mn-V-Sb-C,0.21157026
Mn-V-Sb-N,0.29309043
Mn-V-Si-C,0.14516926
Mn-V-Si-N,0.305915
Mn-V-Sn-C,0.14417268
Mn-V-Sn-N,0.22672077
Mn-V-Tl-C,0.28631505
Mn-V-Tl-N,0.32749176
Mn-V-Zn-C,0.007806395
Mn-V-Zn-N,0.10519755
Mn-W-Al-C,0.07315156
Mn-W-Al-N,0.49629226
Mn-W-As-C,0.2088247
Mn-W-As-N,0.23023126
Mn-W-Au-C,0.13518997
Mn-W-Au-N,0.16881628
Mn-W-Bi-C,0.38051814
Mn-W-Bi-N,0.43153697
Mn-W-Cd-C,0.194179
Mn-W-Cd-N,0.23467511
Mn-W-Co-C,0.12242274
Mn-W-Co-N,0.13518679
Mn-W-Cu-C,0.19624293
Mn-W-Cu-N,0.15611629
Mn-W-Fe-C,0.14731906
Mn-W-Fe-N,0.15097494
Mn-W-Ga-C,0.05084494
Mn-W-Ga-N,0.15469718
Mn-W-Ge-C,0.14042695
Mn-W-Ge-N,0.18817899
Mn-W-In-C,0.18143143
Mn-W-In-N,0.33696875
Mn-W-Ni-C,0.15847693
Mn-W-Ni-N,0.12990052
Mn-W-P-C,0.29442844
Mn-W-P-N,0.3578687
Mn-W-Pb-C,0.35893092
Mn-W-Pb-N,0.39584672
Mn-W-S-C,0.2219533
Mn-W-S-N,0.2744763
Mn-W-Sb-C,0.27074367
Mn-W-Sb-N,0.3104953
Mn-W-Si-C,0.16620141
Mn-W-Si-N,0.40709135
Mn-W-Sn-C,0.20156302
Mn-W-Sn-N,0.24112616
Mn-W-Tl-C,0.3382631
Mn-W-Tl-N,0.36769065
Mn-W-Zn-C,0.11065533
Mn-W-Zn-N,0.13326289
Mn-Y-Al-C,0.0121920295
Mn-Y-Al-N,0.3262384
Mn-Y-As-C,0.3093591
Mn-Y-As-N,0.24406645
Mn-Y-Au-C,0.12240654
Mn-Y-Au-N,0.19885494
Mn-Y-Bi-C,0.2133113
Mn-Y-Bi-N,0.29512408
Mn-Y-Cd-C,0.057119753
Mn-Y-Cd-N,0.2061661
Mn-Y-Co-C,0.064431526
Mn-Y-Co-N,0.23672606
Mn-Y-Cu-C,0.078548856
Mn-Y-Cu-N,0.2180832
Mn-Y-Fe-C,0.046833407
Mn-Y-Fe-N,0.23246951
Mn-Y-Ga-C,-0.009686386
Mn-Y-Ga-N,0.16254604
Mn-Y-Ge-C,0.1251278
Mn-Y-Ge-N,0.18362491
Mn-Y-In-C,0.09133346
Mn-Y-In-N,0.2151076
Mn-Y-Ni-C,0.045436736
Mn-Y-Ni-N,0.18108332
Mn-Y-P-C,0.34440365
Mn-Y-P-N,0.36757594
Mn-Y-Pb-C,0.1378664
Mn-Y-Pb-N,0.37074563
Mn-Y-S-C,0.37975058
Mn-Y-S-N,0.30109388
Mn-Y-Sb-C,0.25194082
Mn-Y-Sb-N,0.29400036
Mn-Y-Si-C,0.14266467
Mn-Y-Si-N,0.33362344
Mn-Y-Sn-C,0.19019233
Mn-Y-Sn-N,0.2651278
Mn-Y-Tl-C,0.16817881
Mn-Y-Tl-N,0.34847346
Mn-Y-Zn-C,-0.009159796
Mn-Y-Zn-N,0.14717783
Mn-Zr-Al-C,0.08209199
Mn-Zr-Al-N,0.2842606
Mn-Zr-As-C,0.20154375
Mn-Zr-As-N,0.22683018
Mn-Zr-Au-C,0.08191043
Mn-Zr-Au-N,0.14837939
Mn-Zr-Bi-C,0.2411539
Mn-Zr-Bi-N,0.41976932
Mn-Zr-Cd-C,0.06880035
Mn-Zr-Cd-N,0.23450339
Mn-Zr-Co-C,0.056704357
Mn-Zr-Co-N,0.12752913
Mn-Zr-Cu-C,0.08219455
Mn-Zr-Cu-N,0.17454647
Mn-Zr-Fe-C,0.038579404
Mn-Zr-Fe-N,0.1489916
Mn-Zr-Ga-C,-0.01200165
Mn-Zr-Ga-N,0.1281802
Mn-Zr-Ge-C,0.07962894
Mn-Zr-Ge-N,0.17775907
Mn-Zr-In-C,0.10832153
Mn-Zr-In-N,0.22667533
Mn-Zr-Ni-C,0.044767085
Mn-Zr-Ni-N,0.12927668
Mn-Zr-P-C,0.24811678
Mn-Zr-P-N,0.29397875
Mn-Zr-Pb-C,0.22603108
Mn-Zr-Pb-N,0.3867624
Mn-Zr-S-C,0.21595976
Mn-Zr-S-N,0.20251745
Mn-Zr-Sb-C,0.23389526
Mn-Zr-Sb-N,0.30895105
Mn-Zr-Si-C,0.114058524
Mn-Zr-Si-N,0.29248247
Mn-Zr-Sn-C,0.15530677
Mn-Zr-Sn-N,0.26817372
Mn-Zr-Tl-C,0.17746165
Mn-Zr-Tl-N,0.3481594
Mn-Zr-Zn-C,-0.022684954
Mn-Zr-Zn-N,0.067369215
Mo-Cr-Al-C,0.04399252
Mo-Cr-Al-N,0.46681148
Mo-Cr-As-C,0.11976232
Mo-Cr-As-N,0.24029946
Mo-Cr-Au-C,0.119738586
Mo-Cr-Au-N,0.23027197
Mo-Cr-Bi-C,0.34434244
Mo-Cr-Bi-N,0.43048605
Mo-Cr-Cd-C,0.118836895
Mo-Cr-Cd-N,0.2046916
Mo-Cr-Co-C,0.22425006
Mo-Cr-Co-N,0.23740764
Mo-Cr-Cu-C,0.22021177
Mo-Cr-Cu-N,0.27696612
Mo-Cr-Fe-C,0.24458347
Mo-Cr-Fe-N,0.20024496
Mo-Cr-Ga-C,0.017827844
Mo-Cr-Ga-N,0.18799727
Mo-Cr-Ge-C,0.058317013
Mo-Cr-Ge-N,0.18666258
Mo-Cr-In-C,0.10719478
Mo-Cr-In-N,0.17461772
Mo-Cr-Ni-C,0.14332265
Mo-Cr-Ni-N,0.22616269
Mo-Cr-P-C,0.2445511
Mo-Cr-P-N,0.2858635
Mo-Cr-Pb-C,0.30710194
Mo-Cr-Pb-N,0.36546913
Mo-Cr-S-C,0.26981053
Mo-Cr-S-N,0.30556443
Mo-Cr-Sb-C,0.18431233
Mo-Cr-Sb-N,0.2724001
Mo-Cr-Si-C,0.13487835
Mo-Cr-Si-N,0.44524482
Mo-Cr-Sn-C,0.11273243
Mo-Cr-Sn-N,0.16651677
Mo-Cr-Tl-C,0.2656492
Mo-Cr-Tl-N,0.335863
Mo-Cr-Zn-C,0.08059971
Mo-Cr-Zn-N,0.14035238
Mo-Hf-Al-C,0.031797662
Mo-Hf-Al-N,0.32200578
Mo-Hf-As-C,0.07553908
Mo-Hf-As-N,0.27651212
Mo-Hf-Au-C,0.064502746
Mo-Hf-Au-N,0.16955942
Mo-Hf-Bi-C,0.30148485
Mo-Hf-Bi-N,0.4578498
Mo-Hf-Cd-C,0.11391236
Mo-Hf-Cd-N,0.25853372
Mo-Hf-Co-C,0.1482424
Mo-Hf-Co-N,0.2653072
Mo-Hf-Cu-C,0.1549379
Mo-Hf-Cu-N,0.27876213
Mo-Hf-Fe-C,0.13873601
Mo-Hf-Fe-N,0.2737768
Mo-Hf-Ga-C,-0.0030029279
Mo-Hf-Ga-N,0.19995698
Mo-Hf-Ge-C,0.048613116
Mo-Hf-Ge-N,0.2362531
Mo-Hf-In-C,0.08134511
Mo-Hf-In-N,0.19627437
Mo-Hf-Ni-C,0.13591695
Mo-Hf-Ni-N,0.28696352
Mo-Hf-P-C,0.13786042
Mo-Hf-P-N,0.29757893
Mo-Hf-Pb-C,0.25803652
Mo-Hf-Pb-N,0.36737666
Mo-Hf-S-C,0.17293991
Mo-Hf-S-N,0.35098952
Mo-Hf-Sb-C,0.12571959
Mo-Hf-Sb-N,0.3065686
Mo-Hf-Si-C,0.11565308
Mo-Hf-Si-N,0.37863308
Mo-Hf-Sn-C,0.07333516
Mo-Hf-Sn-N,0.2462155
Mo-Hf-Tl-C,0.22184846
Mo-Hf-Tl-N,0.31934226
Mo-Hf-Zn-C,0.039594233
Mo-Hf-Zn-N,0.19800045
Mo-Lu-Al-C,-0.0517143
Mo-Lu-Al-N,0.33530146
Mo-Lu-As-C,0.19329284
Mo-Lu-As-N,0.2667918
Mo-Lu-Au-C,0.066891395
Mo-Lu-Au-N,0.10850311
Mo-Lu-Bi-C,0.26722896
Mo-Lu-Bi-N,0.43373325
Mo-Lu-Cd-C,0.009727249
Mo-Lu-Cd-N,0.22462638
Mo-Lu-Co-C,0.044081144
Mo-Lu-Co-N,0.2792241
Mo-Lu-Cu-C,0.047713257
Mo-Lu-Cu-N,0.21161638
Mo-Lu-Fe-C,0.03876824
Mo-Lu-Fe-N,0.23795733
Mo-Lu-Ga-C,-0.070812
Mo-Lu-Ga-N,0.16185023
Mo-Lu-Ge-C,0.00287244
Mo-Lu-Ge-N,0.21312408
Mo-Lu-In-C,0.0035701403
Mo-Lu-In-N,0.17255174
Mo-Lu-Ni-C,0.045849767
Mo-Lu-Ni-N,0.26146993
Mo-Lu-P-C,0.23160307
Mo-Lu-P-N,0.31469858
Mo-Lu-Pb-C,0.14469504
Mo-Lu-Pb-N,0.38175806
Mo-Lu-S-C,0.32080993
Mo-Lu-S-N,0.2758201
Mo-Lu-Sb-C,0.15624529
Mo-Lu-Sb-N,0.26967138
Mo-Lu-Si-C,0.06379375
Mo-Lu-Si-N,0.3666591
Mo-Lu-Sn-C,0.044573363
Mo-Lu-Sn-N,0.21707316
Mo-Lu-Tl-C,0.09188186
Mo-Lu-Tl-N,0.3240711
Mo-Lu-Zn-C,-0.023101963
Mo-Lu-Zn-N,0.16409838
